Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
AWE24745.1	-	CBM13(58-164)	CBM13_e18	N	Y(1-24)	2
AWF21357.1	2.4.99.-	GT73(18-257)	GT73_e2	GT73	N	3
AWK43534.1	-	GH39(163-438)	GH39_e136	GH39	N	3
AWM16074.1	4.2.2.24	PL26(3-846)	PL26_e0	PL26	N	3
AWP04162.1	2.4.1.258	GT58(59-214)	GT58_e0	GT58	N	3
AWP12600.1	2.4.1.145	GT54(108-372)+CBM94(381-461)	GT54_e0	GT54	Y(1-26)	3
AWS25149.1	3.2.1.18	CBM32(54-177)+CBM40(197-367)+GH33(386-807)	CBM32_e164+CBM40_e6+GH33_e9	CBM32+CBM40+GH33	Y(1-58)	3
AWT02897.1	2.4.99.-	GT107(33-369)+GT107(327-697)	GT107_e2+GT107_e2	GT107	N	3
AWV36784.1	3.2.1.37	GH52(20-438)	GH52_e0	GH52	N	3
AWV47638.1	-	GT4(196-354)	GT4_e3367	GT4	N	3
AWW43165.1	-	GH135(195-348)	GH135_e12	GH135	Y(1-36)	3
AWX96405.1	3.2.1.41|-	CBM68(4-94)+GH13_14(248-552)	CBM68_e1+CBM48_e46+GH13_e94	CBM48+CBM68+GH13_14	N	3
AWY28939.1	3.2.1.89	GH53(40-399)	GH53_e15	GH53	Y(1-24)	3
AXB80150.1	-	GH27(165-429)+CBM51(507-628)	GH27_e44+CBM51_e18	CBM51+GH27	Y(1-20)	3
AXC09725.1	4.2.2.20|4.2.2.8|4.2.2.-	PL37(11-649)	PL37_e0	PL37	Y(1-40)	3
AXG68177.1	4.2.2.11|4.2.2.-|4.2.2.3	PL7(52-302)	PL7_e33	PL7	Y(1-21)	3
AXH91593.1	-	CE1(65-190)+CBM2(338-432)	CE1_e37+CBM2_e120	CBM2+CE0	Y(1-37)	3
AXI59408.1	2.4.99.-	GT9(77-314)	GT9_e71	GT9	N	3
AXJ00728.1	-	GH149(6-1130)	GH149_e1	GH149	N	3
AXJ11117.1	2.4.1.25	GH77(197-697)	GH77_e2	GH77	N	3
AXM10971.1	3.2.1.8	GH98(20-335)+CBM35(610-723)	GH98_e0+CBM35_e1	CBM35+GH98	N	3
AXM89543.1	3.2.1.37	GH52(20-439)	GH52_e0	GH52	N	3
AXN77607.1	3.2.1.11|3.2.1.57	GH49(20-585)	GH49_e0	GH49	N	3
AXP45157.1	2.4.99.4|2.4.99.8|2.4.99.-|2.4.99.6|2.4.99.3	GT42(22-308)	GT42_e0	GT42	N	3
AXQ82906.1	-	GH23(515-621)	GH23_e488	GH23	N	3
AXS60338.1	-	GH53(40-341)	GH53_e0	GH53	Y(1-35)	3
AXV22342.1	4.2.2.n1	GH103(67-354)	GH103_e0	GH103	Y(1-23)	3
AYB29714.1	-	PL35(377-555)	PL35_e8	PL35	Y(1-19)	3
AYB46946.1	-	PL1(237-404)+CBM77(579-680)	PL1_e59+CBM77_e0	CBM77+PL1	Y(1-35)	3
AYC36054.1	3.2.1.55|3.2.1.-|-	CBM13(34-160)+GH62(169-439)	CBM13_e231+GH62_e0	CBM13+GH62	Y(1-33)	3
AYC36562.1	-	GH97(47-615)	GH97_e28	GH97	Y(1-29)	3
AYF09874.1	3.2.1.1	GH13_28(58-317)+CBM26(564-642)	GH13_e34+CBM26_e0	CBM26+GH13_28	Y(1-27)	3
AYF22928.1	3.2.1.86	GH4(6-186)	GH4_e24	GH4	N	3
AYF53568.1	2.4.1.333|2.4.1.-|-	GT84(1328-1541)+GH94(1779-2857)	GT84_e1+GH94_e9+GH94_e1	GH0+GH94+GT84	N	3
AYG15959.1	3.2.1.-|4.2.2.18	GH91(5-443)	GH91_e0	GH91	N	3
AYG86878.1	2.4.1.-	GT98(85-736)	GT98_e0	GT98	N	3
AYL40276.1	-	GH43_3(125-407)	GH43_e16	GH43	Y(1-34)	3
AYL84232.1	2.4.1.-	GT104(4-377)	GT104_e0	GT104	N	3
AYL99569.1	3.2.1.75	GH30_3(72-484)+CBM92(511-618)	GH30_e43	GH30_3	N	3
AYO07146.1	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(315-912)	GH92_e0	GH92	Y(1-25)	3
AYO47739.1	2.4.1.5|2.4.1.-|2.4.1.140	GH70(295-1091)	GH70_e0	GH70	Y(1-39)	3
AYQ13377.1	3.2.1.23	GH42(19-391)	GH42_e20	GH42	N	3
AYQ75300.1	-	CBM54(206-308)	CBM54_e19	CBM54	Y(1-26)	3
AYU65265.1	2.4.1.16	GT2(232-462)	GT2	GT2	N	3
AYU79329.1	2.4.1.-	GT40(105-316)	GT40_e0	GT40	N	3
AYV35227.1	-	GH110(35-602)	GH110_e18	GH110	Y(1-30)	3
AYV38687.1	3.2.1.-|3.5.1.-|-	CE4(84-252)+GH153(297-623)	CE4_e289+GH153_e0	CE4+GH153	Y(1-22)	3
AYW35319.1	3.2.1.81	GH118(6-489)	GH118_e0	GH118	Y(1-28)	3
AYW46453.1	-	CBM32(54-149)	CBM32_e181	N	Y(1-27)	2
AYW72246.1	-	CBM22(458-580)	CBM22_e0+CBM22_e0	CBM0+CBM22	Y(1-21)	3
AYW83654.1	-	GH154(65-406)	GH154_e9	GH154	N	3
AYY63654.1	2.4.1.-	GT32(20-95)	GT32_e27	GT32	N	3
AYZ21231.1	-	GH111(224-1032)	GH111_e0	GH111	Y(1-28)	3
AZB18551.1	-	GT19(4-351)	GT19_e2	GT19	N	3
AZF77694.1	-	GT115(4-252)	GT115_e0	GT115	N	3
AZG15608.1	-	GH166(55-277)	GH166_e1	GH166	Y(1-27)	3
AZH28312.1	3.2.1.8|3.1.1.72|3.1.1.6	CE4(37-154)+CBM36(243-356)	CE4_e58+CBM36_e1	CBM36+CE4	Y(1-34)	3
AZH61819.1	2.4.1.-|2.4.1.44|2.4.1.58	GT8(30-276)	GT8_e147	GT8	N	3
AZI15224.1	-	GH154(13-351)	GH154_e9	GH154	N	3
AZI44822.1	3.2.1.-	GH166(276-486)	GH166_e18	CBM9+GH166	Y(1-27)	3
AZJ06908.1	3.2.1.-	GH42(10-376)	GH42_e0	GH42	N	3
AZJ17944.1	1.11.1.16|1.11.1.13|1.11.1.-	AA2(45-298)	AA2_e2	AA2	Y(1-22)	3
AZM45729.1	-	GH64(34-382)	GH64_e3	GH64	Y(1-27)	3
AZM45902.1	-	GH158(61-217)+CBM32(473-589)	GH158_e1+CBM32_e118	CBM32+GH158	Y(1-23)	3
AZM87565.1	3.2.1.91|3.2.1.4|3.2.1.8|-	CBM2(38-137)+GH6(182-524)	CBM2_e18+GH6_e0	CBM2+GH6	Y(1-34)	3
AZN31714.1	4.2.2.11|4.2.2.3|4.2.2.-	CBM16(24-122)+PL18(188-375)	CBM16_e3+PL18_e0	CBM16+PL18	Y(1-23)	3
AZO19951.1	-	GT4(225-381)	GT4_e800	GT4	N	3
AZQ61184.1	3.2.1.157	GH82(47-230)	GH82_e3	GH82	Y(1-27)	3
AZQ80640.1	2.4.1.56|2.4.1.289|2.4.99.-	GT99(3-376)+GT102(565-825)+GT103(870-1082)	GT99_e0+GT102_e8+GT103_e0	GT102+GT103+GT99	N	3
AZR38969.1	3.2.1.18	GH34(1-467)	GH34_e0	GH34	N	3
AZS16815.1	-	CBM96(46-173)+GH39(440-721)+CBM9(1013-1169)	GH39_e78+CBM9_e6	GH39	Y(1-34)	3
AZT89594.1	-	GH94(2-786)	GH94_e6	GH94	N	3
AZU19484.1	2.4.1.321	GH94(59-795)	GH94_e4	GH94	N	3
AZY53596.1	4.2.2.14	PL5(33-316)	PL5_e1	PL5	Y(1-35)	3
BAA00045.1	3.2.1.4	GH5_2(71-338)+CBM17(371-569)+CBM28(586-758)	GH5_e90+CBM17_e0+CBM17_e0	CBM17+CBM28+GH5_2	Y(1-30)	3
BAA12744.1	3.2.1.4	GH5_2(71-338)+CBM17(371-571)+CBM28(589-760)	GH5_e90+CBM17_e0+CBM17_e0	CBM17+CBM28+GH5_2	Y(1-30)	3
BAA32084.2	3.2.1.132	GH80(107-169)	GH80_e0	GH80	Y(1-38)	3
BAA94698.1	3.2.1.32	GH26(109-274)+CBM31(368-460)	GH26_e41+CBM31_e0	CBM31+GH26	Y(1-23)	3
BAB12201.1	-	GH5_9(1-152)	GH5_e0	N	N	2
BAB16434.1	2.4.1.40|2.4.1.37|2.4.1.88	GT6(1-162)	GT6_e1	N	N	2
BAB63584.1	-	CBM43(24-107)	CBM43_e46	N	Y(1-24)	2
BAB79288.1	3.2.1.4|3.2.1.91	GH5_2(47-281)+CBM6(345-462)+CBM81(490-585)	GH5_e7+CBM6_e81+CBM81_e0	CBM6+CBM81+GH5_2	Y(1-30)	3
BAC29004.1	2.4.1.-	GT31(307-457)	GT31_e103	GT31	N	3
BAC52067.1	-	GH79(129-552)	GH79_e6	GH79	N	3
BAD51934.1	3.2.1.32	GH26(112-281)+CBM31(363-452)+CBM31(486-574)	GH26_e41+CBM31_e0+CBM31_e0	CBM31+GH26	Y(1-23)	3
BAD81358.1	3.2.1.4|3.2.1.73|3.2.1.8	GH9(41-508)+CBM49(543-620)	GH9_e16+CBM49_e0	CBM49+GH9	Y(1-32)	3
BAD81360.1	3.2.1.4|3.2.1.73|3.2.1.8	GH9(40-503)+CBM49(544-625)	GH9_e16+CBM49_e0	CBM49+GH9	N	3
BAE22751.1	-	GH47(1-234)	GH47_e11	GH47	N	3
BAE57518.1	3.2.1.59	GH71(38-432)+CBM24(548-623)	GH71_e1+CBM24_e0	CBM24+GH71	Y(1-21)	3
BAE60428.1	-	GT62(62-325)	GT62_e5	GT62	N	3
BAE62212.1	4.2.2.14	PL20(24-252)	PL20_e1	PL20	Y(1-21)	3
BAF01263.1	-	CE6(100-193)	CE6_e9	CE6	N	3
BAF03221.1	2.4.1.101	GT13(24-440)	GT13_e1	GT13	N	3
BAF26328.1	3.2.1.8	GH10(236-498)	CBM22_e7+GH10_e88	CBM22+GH10	N	3
BAF94243.1	2.4.1.155	GT18(31-740)	GT18_e0	GT18	N	3
BAG48880.1	3.2.1.81	GH86(70-705)	GH86_e5	GH86	N	3
BAI66416.1	4.2.2.3	PL7(46-241)	PL7_e23	PL7	Y(1-25)	3
BAJ74402.1	3.2.1.187	GH121(3-1393)	GH121_e0	GH121	Y(1-37)	3
BAJ74673.1	-	GH180(33-331)	GH39_e93	GH180	N	3
BAJ97246.1	-	GT77(137-336)	GT77_e18	GT77	N	3
BAL45537.1	3.2.1.37|3.2.1.55|-	GH43_12(8-289)+CBM91(317-513)	GH43_e111+CBM91_e50	GH43_12	N	3
BAL62703.1	-	PL33_2(1-110)	PL33_e3	N	N	2
BAM03104.1	3.2.1.8|-	CBM85(54-180)+GH10(244-531)	CBM85_e5+GH10_e127	CBM85+GH10	Y(1-24)	3
BAM05588.1	3.2.1.4|3.2.1.-	GH9(1-409)	GH9_e6	GH9	N	3
BAM21527.1	3.2.1.4|3.2.1.91|-	GH5_2(52-290)+CBM81(535-630)	GH5_e7+CBM6_e22+CBM81_e0	CBM6+CBM81+GH5_2	Y(1-37)	3
BAN42202.1	3.2.1.2	GH14(16-423)	GH14_e0	GH14	N	3
BAO33090.1	2.4.1.-	GT111(1-168)+GT8(196-471)	GT111_e0+GT8_e1	GT111+GT8	N	3
BAO57248.1	-	GH152(28-212)	GH152_e1	GH152	N	3
BAP17101.1	-	GH116(418-793)	GH116_e8	GH116	N	3
BAQ27354.1	3.2.1.78|-	GH26(44-360)+CBM23(526-697)+CBM23(721-887)	GH26_e52+CBM23_e4+CBM23_e0	CBM23+GH26	Y(1-29)	3
BAR02807.1	3.2.1.187	GH121(13-1444)	GH121_e0	GH121	Y(1-34)	3
BAT83231.1	2.4.1.-|5.4.99.30	GT75(8-343)	GT75_e1	GT75	N	3
BAT92677.1	-	GT22(46-446)	GT22_e20	GT22	N	3
BAU40974.1	3.2.1.26	GH100(5-455)	GH100_e2	GH100	N	3
BAU52940.1	-	GH31(214-627)	GH31_e6	GH31	N	3
BAU62978.1	-	GH135(16-245)	GH135_e29	GH135	N	3
BAV13040.1	3.2.1.78|3.2.1.151|3.2.1.4	CBM35(41-155)+GH26(172-460)+CBM35(493-608)+CBM35(631-746)+CBM35(764-879)	CBM35_e4+GH26_e7+CBM35_e4+CBM35_e4+CBM35_e4	CBM35+GH26	Y(1-33)	3
BAW62553.1	2.4.1.152|2.4.1.-|2.4.1.65	GT10(107-277)	GT10_e44	GT10	N	3
BAY51927.1	-	GH116(408-775)	GH116_e8	GH116	N	3
BBA16382.1	3.2.1.31|3.2.1.185	GH137(1-325)	GH137_e0	GH137	N	3
BBC22541.1	-	GT41(26-745)+GT41(896-1489)	GT41_e82+GT41_e39	GT41	N	3
BBC37965.1	4.2.2.24	PL26(46-914)	PL26_e0	PL26	Y(1-34)	3
BBE20174.1	-	CE20(294-576)	CE20_e16	CE20	N	3
BBF59776.1	-	CBM69(38-161)	CBM69_e1	N	Y(1-35)	2
BBF74965.1	-	GT111(6-221)	GT111_e22	GT111	N	3
BBG74705.1	3.2.1.71	GH162(26-516)	GH162_e0	GH162	Y(1-31)	3
BBG96303.1	-	GT106(10-281)	GT106_e5	GT106	N	3
BBH06808.1	2.4.1.-|5.4.99.30	GT75(97-435)	GT75_e1	GT75	N	3
BBJ38789.1	-	GH158(79-235)	GH158_e1	GH158	N	3
BBK85848.1	-	PL17(402-512)	PL17_e5	PL17	Y(1-20)	3
BBL08914.1	-	GH164(1-665)	GH164_e0	GH164	N	3
BBM23076.1	-	GT28(189-350)	GT28_e1	GT28	N	3
BBM46892.1	-	GH135(37-230)	GH135_e5	GH135	N	3
BBM69439.1	2.4.1.217	GT78(1-121)+GT81(67-239)	GT78_e0	GT78	N	3
BBN03050.1	2.4.1.69	GT37(75-503)	GT37_e0	GT37	N	3
BBN05724.1	2.4.1.217	GT78(1-122)	GT78_e0	GT78	N	3
BBN69487.1	2.4.1.-	GT34(48-317)	GT34_e7	GT34	N	3
BBR59747.1	2.4.99.-	GT112(32-398)	GT112_e0	GT112	N	3
BBV60242.1	3.2.1.28	GH37(60-535)	GH37_e6	GH37	Y(1-35)	3
BBX88521.1	2.3.1.122|3.1.1.-|2.3.1.20	CE1(24-268)	CE1_e32	CE1	N	3
BBY35168.1	-	CE5(34-212)	CE5_e0	CE5	Y(1-32)	3
BBY86192.1	N	GH183(46-354)	N	GH183	Y(1-26)	2
BBZ65012.1	-	GT53(27-1080)	GT53_e6	GT53	N	3
BCB11857.1	-	GH5_27(12-319)	GH5_e85	GH5	N	3
BCB16131.1	-	GT52(25-281)	GT52_e17	GT52	N	3
BCE45692.1	2.4.1.-	GT23(1-187)	GT23_e1	GT23	N	3
BCH53779.1	-	GT83(10-389)	GT83_e26	GT83	N	3
BCI61702.1	2.4.1.25	CBM20(2-84)+GH77(241-884)	CBM20_e2+GH77_e22	CBM20+GH77	N	3
BCI92349.1	3.2.1.4	GH6(44-298)	GH6_e14	GH6	Y(1-20)	3
BCJ11502.1	3.2.1.23|3.2.1.108	GH2(6-751)+CBM71(1086-1258)	GH2_e0+CBM71_e0	CBM71+GH2	N	3
BCJ42775.1	-	AA5(24-723)	AA5_e18	AA5+CBM13	Y(1-46)	3
BCJ48760.1	-	GH115(16-464)	GH115_e1	GH115	N	3
BCJ54334.1	3.2.1.132|-	CBM32(44-156)+GH46(182-396)	CBM32_e143+GH46_e9	CBM47+GH46	Y(1-29)	3
BCJ64088.1	-	GH154(19-364)	GH154_e3	GH154	N	3
BCJ66886.1	-	GT55(2-311)	GT55_e2	GT55	N	3
BCJ99162.1	-	GH106(15-722)	GH106_e3	GH106	N	3
BCL44088.1	3.2.1.17	GH24(36-158)	GH24_e32	GH24	Y(1-36)	3
BCM92716.1	3.2.1.63|3.2.1.51|-	GH95(251-867)	CBM32_e144+GH95_e0	CBM32+GH95	N	3
BCM93628.1	-	GH148(306-462)	GH148_e3	GH148	Y(1-38)	3
BCR92158.1	-	AA3_2(13-382)	AA3_e44	AA3	N	3
BCR92974.1	-	CBM24(171-246)+CBM24(265-342)	CBM24_e1+CBM24_e1	CBM24+GH71	N	3
BCS12327.1	3.2.1.132	GH75(46-242)	GH75_e2	GH75	Y(1-21)	3
BCS28228.1	1.1.3.38	AA4(50-581)	AA4_e0	AA4	N	3
BCU77591.1	3.2.1.8|-	GH98(1-307)+CBM35(592-705)+CBM96(850-978)	GH98_e0+CBM35_e1+CBM35_e65	CBM13+CBM35+CBM6+GH5+GH98	N	3
BCW20745.1	-	GH159(23-248)	GH159_e3	GH159	N	3
BDC17148.1	-	GT115(4-247)	GT115_e0	GT115	N	3
BDC34780.1	-	GT74(23-274)	GT74_e0	GT74	N	3
BDC92304.1	3.2.1.4|3.2.1.6|3.2.1.151	GH9(96-517)	GH9_e7	GH9	N	3
BDC95179.1	-	GH120(298-388)	GH120_e6+GH120_e3	GH120	N	3
BDD48537.1	3.2.1.4|3.2.1.8|3.2.1.73	GH5(56-285)	GH5_e77	GH5	Y(1-20)	3
BDE37473.1	3.2.1.4|3.2.1.91|3.2.1.-|3.2.1.73|3.2.1.8	CBM4(34-154)+GH9(275-739)	CBM4_e0+GH9_e1	CBM4+GH9	Y(1-30)	3
BDE68288.1	-	GH136(48-558)	GH136_e27	GH136	Y(1-25)	3
BDF76872.1	-	CBM54(187-298)	CBM54_e11	CBM54	Y(1-29)	3
BDH53989.1	4.2.2.14	PL31(42-217)	PL31_e0	PL31	Y(1-28)	3
BDI29313.1	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24|-	GH92(250-747)+CBM57(799-932)	GH92_e0+CBM57_e30	CBM57+GH92	Y(1-31)	3
BDL42638.1	-	GH181(2-338)	GH33_e48	GH181	N	3
BDM80198.1	N	GH111(15-482)	N	GH111	N	2
BDS31435.1	-	GH84(18-309)	GH84_e0	GH84	N	3
BDT34861.1	-	CBM44(463-605)	CBM44_e1	CBM44	Y(1-29)	3
BDT65183.1	-	GT28(188-338)	GT28_e123	GT28	N	3
BDU43934.1	3.2.1.14	CBM73(280-328)+GH18(522-743)	CBM73_e7+GH18_e151	CBM5+CBM73+GH18	Y(1-23)	3
BDU71869.1	N	GH157(13-522)	N	GH157	N	2
BDU78005.1	N	GH157(17-524)	N	GH157	N	2
BDZ46131.1	-	GH180(56-354)	GH39_e93	GH180	N	3
BDZ55767.1	-	GH39(189-495)	GH39_e138	GH39	Y(1-23)	3
BEE14336.1	2.4.1.56|2.4.1.289|2.4.99.-	GT99(3-377)+GT102(646-893)+GT103(938-1149)	GT99_e0+GT102_e8+GT103_e0	GT102+GT103+GT99	N	3
BEI59044.1	-	GH165(17-392)	GH165_e3	GH165	N	3
BEI82977.1	-	GT90(359-626)	GT90_e13	GT90	N	3
BEI86651.1	-	CBM87(209-425)+CE18(427-791)	CBM87_e1+CE18_e1	CBM87+CE18	Y(1-26)	3
BEI94425.1	-	CBM87(209-425)+CE18(427-790)	CBM87_e1+CE18_e1	CBM87+CE18	Y(1-26)	3
BEI99413.1	1.14.99.-	AA14(17-259)	AA14_e1	AA14	Y(1-28)	3
BEJ07237.1	2.4.1.109	GT39(59-300)	GT39_e12	GT39	N	3
BEJ45010.1	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(100-395)	GH32_e16	GH32	N	3
BEK98845.1	3.5.1.115	CE14(1-135)	CE14_e1	CE14	N	3
BES82368.1	-	GT115(20-278)	GT115_e2	N	N	2
BEU01342.1	3.2.1.32|-	CBM31(588-669)+CBM31(775-856)	GH26_e104+CBM31_e0+CBM31_e0	CBM31+GH26	Y(1-29)	3
BEU03980.1	3.2.1.81	GH118(3-476)	GH118_e0	GH118	Y(1-39)	3
CAA2141562.1	-	GH3(60-280)	GH3_e228	GH3	N	3
CAA2618116.1	-	GT47(3-279)	GT47_e19	GT47	N	3
CAA65065.1	2.4.1.21	CBM53(346-429)+CBM53(521-610)+CBM53(683-770)+GT5(781-1224)	CBM53_e0+CBM53_e0+CBM53_e0+GT5_e38	CBM53+GT5	N	3
CAA7410844.1	2.4.1.-	GT47(133-465)	GT47_e13	GT47	N	3
CAA88762.1	3.2.1.8	CBM15(105-249)+GH10(273-613)	CBM15_e0+GH10_e75	CBM15+GH10	Y(1-39)	3
CAB03531.2	-	GT43(60-266)	GT43_e8	GT43	N	3
CAB04207.2	2.4.1.-	GT24(1095-1343)	GT24_e1	GT24	N	3
CAB05881.1	3.2.1.4|3.2.1.-	GH5_4(83-363)+CBM80(552-638)	GH5_e196	CBM80+GH5_4	Y(1-34)	3
CAB1313442.1	2.4.1.-	GT54(7-237)+CBM94(246-357)	GT54_e1	GT54	N	3
CAB1319658.1	-	CBM57(40-198)	CBM57_e1	CBM57	Y(1-29)	3
CAB1320338.1	3.2.1.51	GH29(7-363)	GH29_e79	GH29	Y(1-28)	3
CAB3263805.1	2.4.1.143	GT16(84-430)	GT16_e1	GT16	N	3
CAB4058809.1	2.4.1.-	GT13(353-615)	GT13_e0	GT13	N	3
CAB4110712.1	2.4.1.-	CBM95(116-238)+GT92(249-473)	GT92_e0	GT92	N	3
CAB4121333.1	-	GT102(36-229)	GT102_e2	GT102	N	3
CAB5260232.1	2.4.2.-	GT95(80-374)	GT95_e0	GT95	N	3
CAB5265102.1	3.2.1.1|3.2.1.98|-	CBM45(126-212)+CBM45(318-394)+GH13_6(544-829)	CBM45_e0+CBM45_e0+GH13_e146	CBM45+GH13_6	N	3
CAB5267524.1	-	AA2(154-341)	AA2_e16	AA2	Y(1-28)	3
CAB57443.1	3.2.1.39	GH81(66-733)+CBM52(791-839)+CBM52(879-929)+CBM52(966-1013)	GH81_e0	CBM52+GH81	Y(1-26)	3
CAB93946.1	2.4.99.7	GT29(4-138)	GT29_e10	N	N	2
CAC14144.1	3.1.1.72	CE1(34-196)	CE1_e20	CBM1+CE1	Y(1-19)	3
CAC16424.1	2.4.1.221	GT65(35-373)	GT65_e0	GT65	N	3
CAC5426960.1	2.4.1.-	GT67(283-518)	GT67_e0	GT67	N	3
CAC83072.1	3.2.1.151|3.2.1.4	GH44(37-529)+CBM76(532-693)	GH44_e6+CBM76_e0	CBM76+GH44	Y(1-20)	3
CAC9437861.1	2.4.2.-	GT79(1-780)	GT79_e1	GT79	N	3
CAC9485265.1	2.4.1.-	GT67(329-607)	GT67_e0	GT67	N	3
CAD0320684.1	2.4.1.17	GT70(14-381)	GT70_e0	GT70	N	3
CAD1827011.1	-	GT37(1-262)	GT37_e5	GT37	N	3
CAD1838740.1	-	GH152(152-345)	GH152_e11	GH152	N	3
CAD1841258.1	2.4.1.-|5.4.99.30	GT75(15-350)	GT75_e1	GT75	N	3
CAD1842690.1	-	GT14(107-273)	GT14_e76	GT14	N	3
CAD2256231.1	2.4.1.251	GT94(60-340)	GT94_e0	GT94	N	3
CAD35264.1	-	GH18(33-386)	GH18_e183	CBM14+GH18	N	3
CAD5326915.1	2.4.2.39	GT34(183-422)	GT34_e0	GT34	N	3
CAD5333764.1	N	GT116(209-452)	N	GT0	N	2
CAD5353234.1	2.4.1.333|2.4.1.-|-	GT84(1319-1531)+GH94(1774-2857)	GT84_e1+GH94_e9+GH94_e1	GH0+GH94+GT84	N	3
CAD6617085.1	-	GH148(82-217)	GH148_e1+GH148_e1	GH148	N	3
CAD6623642.1	-	GT62(60-323)	GT62_e5	GT62	N	3
CAD6647925.1	2.4.1.-	GH72(25-330)	GH72_e0	GH72	Y(1-20)	3
CAD67813.1	3.2.1.4	GH5_2(42-309)+CBM17(342-542)+CBM28(559-731)	GH5_e90+CBM17_e0+CBM17_e0	CBM17+CBM28+GH5_2	N	3
CAD7088837.1	-	GH22(20-139)	GH22_e15	N	Y(1-19)	2
CAD7205217.1	2.4.1.221	GT65(29-363)	GT65_e0	GT65	N	3
CAD7250593.1	2.4.1.225|2.4.1.223|2.4.1.224	GT47(214-448)+GT64(616-838)	GT47_e10+GT64_e0	GT47+GT64	N	3
CAD7279152.1	-	GT49(55-420)	GT49_e7	GT49	N	3
CAD7382295.1	3.2.1.15	GH28(113-451)	GH28_e0	GH28	Y(1-28)	3
CAD95706.1	2.4.1.15	GT20(18-492)	GT20_e1	GT20	N	3
CAE02609.1	-	GT68(36-404)	GT68_e0	GT68	N	3
CAE02937.1	2.4.1.256	GT59(24-433)	GT59_e3	GT59	N	3
CAE08108.1	-	GH116(443-816)	GH116_e8	GH116	N	3
CAE5964105.1	2.4.2.39	GT34(150-389)	GT34_e0	GT34	N	3
CAE5964451.1	3.2.1.23	GH35(19-323)	GH35_e0	GH35	N	3
CAE6027456.1	2.4.1.-	CBM95(109-222)+GT92(233-476)	GT92_e0	GT92	N	3
CAE6515366.1	2.4.1.-	GH72(23-329)+CBM43(378-462)	GH72_e1+CBM43_e30	CBM43+GH72	Y(1-23)	3
CAE6711518.1	3.2.1.4	GH5_1(35-347)+CBM2(405-481)	GH5_e1+CBM2_e21	CBM2+GH5_1	Y(1-26)	3
CAE6881876.1	-	GH19_1(228-404)	GH19_e112	GH19	N	3
CAF25179.1	2.4.99.6	GT29(111-351)	GT29_e14	GT29	N	3
CAG1841743.1	2.4.1.21|2.4.1.242	GT5(285-771)	GT5_e13	GT5	N	3
CAG1852360.1	2.4.2.-	GT95(68-360)	GT95_e0	GT95	N	3
CAG1856812.1	-	CE6(104-199)	CE6_e9	CE6	Y(1-19)	3
CAG1862611.1	3.1.1.-	CE13(40-386)	CE13_e0	CE13	N	3
CAG44573.1	2.4.1.21	CBM53(346-429)+CBM53(521-610)+CBM53(683-770)+GT5(781-1224)	CBM53_e0+CBM53_e0+CBM53_e0+GT5_e38	CBM53+GT5	N	3
CAG5112167.1	-	GT12(367-496)	GT12_e4	GT12	N	3
CAG7859715.1	2.4.2.39	GT34(148-387)	GT34_e0	GT34	N	3
CAG84162.1	2.4.1.25|3.2.1.33	GH13_25(1030-1482)	GH13_e153+GH133_e0	GH13_25+GH133	N	3
CAG88512.1	-	GH17(397-633)	GH17_e60	GH17	N	3
CAG9575007.1	2.4.1.-	GT40(105-316)	GT40_e0	GT40	N	3
CAG9581808.1	-	GT79(11-901)	GT79_e0	GT79	N	3
CAG9772551.1	3.2.1.20|3.2.1.10|3.2.1.48	GH31_1(302-754)	GH31_e42	N	N	2
CAG9782063.1	-	GT54(70-314)+CBM94(327-454)	GT54_e5	CBM94+CBM94+GT54+GT54	N	3
CAG9790537.1	2.4.1.143	GT16(88-439)	GT16_e1	GT16	N	3
CAG9867742.1	3.2.1.18	CBM93(362-509)+GH33(530-867)	GH33_e121	GH33	N	3
CAH0387117.1	2.4.1.-	GT49(90-413)	GT49_e11	GT49	N	3
CAH0435670.1	3.2.1.78	CBM27(41-194)+GH26(229-560)+CBM23(715-883)	CBM27_e0+GH26_e75+CBM23_e2	CBM23+CBM27+GH26	Y(1-33)	3
CAH0716964.1	-	GH18(31-381)	GH18_e168	GH18	N	3
CAH1043978.1	2.4.1.224|2.4.1.-	GT45(136-251)+GT93(389-688)	GT45_e4+GT93_e0	GT45+GT93	N	3
CAH1173727.1	2.4.1.224|2.4.1.225	GT47(101-376)+GT64(449-694)	GT47_e3+GT64_e10	GT47+GT64	N	3
CAH2072646.1	3.2.1.39	GH81(63-708)	GH81_e4	GH81	Y(1-47)	3
CAH2218966.1	2.4.1.22|2.4.1.275|2.4.1.38|2.4.1.90	GT7(98-343)	GT7_e20	GT7	Y(1-31)	3
CAH2278066.1	3.1.3.16	CBM21(140-243)	CBM21_e3	CBM21	N	3
CAH2301046.1	2.4.1.145	GT54(41-290)+CBM94(299-435)	GT54_e0	GT54	N	3
CAH2325316.1	2.4.1.152|2.4.1.65	GT10(20-348)	GT10_e7	GT10	N	3
CAH2328479.1	2.4.1.109	GT39(12-250)	GT39_e14	GT39	N	3
